azp1556_ch17_0,"<root><div type=""chapter""><p>"
azp1556_ch17_38,"LO segundo principal, que de la dicha diffiniciō diffinicion se co ge es, que es lo que se ha de restituyr. Ca coligese, que regularmẽte regularmente se deue restituyr lo mesmo que se deue. s. la mesma cosa agena, si es possible, y esto sin peoria: y quando ello no es possible, ha se de restituyr su ver dadero valor, si lo tiene tal: y sino tiene tal (como no lo tiene la vi da d l. Liber hō hom. ad. l. Aquil. ca. Cōtingit Contingit. de sẽ tent sentent. excō excom. l. In seruorum. ff. de p œnis. salud, libertad, honrra, y fama) ha se de restituyr lo que vn pru dente varon arbitrare e Arg. cap. De causis. de offic. deleg. l. 1. ff. de iure delibe.. Porque esto es lo q̃ que ( segũ segun la justicia comu tatiua) se deue hazer f l. Eũ Eum à quo &amp; Auth. hoc nisi. &amp;. l. Manifesti. C. desolutio. cũ cum annot. eis.: y aun quando se puede restituyr la mesma cosa, no basta restituyr otra tan buena comunmẽte comunmente contra la volũ tad voluntad del se ñor proprio, sino quando por ello se ouiesse de descubrir el pecador oculto, o seguir se algun otro gran inconueuiente, por lo que abaxo g infra eod. c. se dira."
azp1556_ch17_39,"Y si † la cosa retenida, injustamente es fru ctifera, han se de restituyr al Se ñor todos los fructos, y prouechos h c. Grauis. cũ cum eis annotat. de resti. spol. l. Cũ Cum pr ętor. ff. de ver bo. sig. &amp;. 3. q. 1 per totũ totum., que son los que restan, sacados los gastos necessarios, que se han hecho en los acquirir, coger y conseruar i l. Fructus. ff. solu. mat. l. Si à dño domino. §. Fructus &amp;. l. plane. in fi ne. ff. d. petit. h ę redi.. Mas si la cosa no es fructifera, no se ha de restituyr lo que con su vso, &amp; industria del que la tiene occupada, se gano. De donde se infiere, que el vsurero, y ladron no son obligados a restituyr lo que ganaron con el dinero recebido por vsura, o hurtado, tractando con el: antes quien lo quisiesse recebir, cometeria vsura k cap. Pleriq; Plerique &amp; cap. fina. 14. qu æst. 3., segun Scoto l In. 4. d. 15. q. 2., sino quando lo recibiesse por su interesse, como lo podria re cebir el que tuuiesse su dinero junto, para pagar a quien deue, y por se lo hurtar alguno, fuesse costre ñido tomar a vsura, o a vẽder vender su heredad por menos de lo que vale. Ca este podria tomar del ladr ō ladron, y aun el le auria de restituyr todo lo q̃ que enello perdio, cō con todos los gastos, y da ños q̃ que recibio enello."
azp1556_ch17_40,"Y assi † el q̃ que hurta vna mula, o cauallo que se solia alquilar, y lo tuuo medio a ño, por lo qual el se ñor dexo de ganar. 20. ducados: no cumple (aun enel fuero dela cō sciencia consciencia) con solo restituyr el cauallo, o mula sin los. 20. ducados sa cadas las costas, que se deuieren, y suelen sacar a Maior in. 4. dist. 15. q. 27. &amp;. 28.. Y aun si lo for ço samente tomado, hurtado, o tenido perecio en poder del que lo to mo, hurto, o tuuo, obligado es a pagar lo que mas valio, desde que lo tomo hasta que lo offrecio al Se ñor en lugar, y tiempo conue nientes, para lo recebir: y sino lo quiso recebir, cumple cō con restituyr le lo que valia al tiempo que lo tomo."
azp1556_ch17_41,"¶ Quanto se restituyra. SVMARIO. Restituya se, quanto monta el da ño cierto o arbitrado."
azp1556_ch17_42,"LO tercero † que dela dicha difinicion se colige es, quanto se ha de restituyr. Porque se colige, que tanto se deue restituyr, quā to quanto basta para ygualar con lo que se deue, o da ñifico: de manera que si la quantidad dela deuda, o del da ño es cierta, es necessario, que otro tanto se le restituya. Si empero es incierta la quantidad, (como es la delos da ños de las injurias, heridas, frutos pendientes, sementeras, del interesse, delo que se perdio, o dexo de ganar, y de otras cosas semejātes semejantes) ha se de restituyr, quanto vn buen varon ar bitrare, considerando todas las cosas del negocio, tiempo, lugar, personas b l. Certi cōdi ctio condictio. ff. de reb. credit. &amp; ĩ in prĩc princ. Instit. de verb. obligat. &amp;. l. 1. C. de eo quod interest.. &amp;c. Y el buen varon deue arbitrar tanto, quanto para la ygualdad se requiere, si pudiere: y sino, aquello, con que mas a ella se pudiere llegar c Arg. l. Fideic ōmissa Fideicommissa. §. quā quam quanquam. ff. de leg. 3. &amp; cap. Quin tauallis. &amp; cap. Veniens. de iu. iurand.."
azp1556_ch17_43,"¶ Aquien se ha de restituyr. SVMARIO. Restituyr se deue a cuyo es la cosa agena. nu. 28. sino quādo quando. &amp;c. Y si, y como se le embiara, y que si no se sabe quien es. nu. 29. y lo que mal se toma contra voluntad de alguno, se ha de resti tuyr al mesmo, y quien es el, en entrambos fueros. numero. 30. Y tambiẽ tambien lo tomado mal, de quien no lo dio mal, al mesmo que lo da. nume. 37. Lo que empero se toma mal de quien mal lo da, a nadie de precepto, por muchas razones, si no &amp;c. nu. 33. 34. &amp;. 35. Ni lo que bien se da, y bien se toma, aunque por tor pe causa, con nueua razon. nu. 38. Restituyr mas deue, a las vezes, quien toma por hazer lo que de ue, que quien toma por hazer lo que no deue, con su razon. n. 33. &amp;. 34. Mugeres publicas, y otras solteras, casadas, y religiosas, y otros hō bres hombres, si pecan tomando por torpeza carnal, y si deuen restituyr, y en que diffieren los vnos de los otros. desdel. n. 38. hasta. 41. LO. iiij."
azp1556_ch17_44,"† que se sigue es, a quien se ha de hazer la restituciō restitucion, por que se colige, que se deue hazer a quien se deue. Para saber em pero a quien se deue, hemos de mirar cinco casos. El. j. quando se deue la restitucion, solamente por ser ageno lo que se ha de resti tuyr. El. ij. quādo quando se deue por se auer tomado, o da ñado mal, cōtra contra la volũtad voluntad de su due ño. El. iij. quando se deue por auerse tomado mal, con voluntad de su due ño, que mal lo dio. El. iiij, quando por auerse tomado mal, de quien bien lo dio. El. v. quando se deue por tomar bien por torpe causa. Ca enel primer caso, quando la resti tucion se deue por solo ser la cosa agena, deue se restituyr al se ñor della regularmente, hora sea se ñor entero, hora limitado para des pensero, como son los prelados de la iglesia a c. fi. 16. q. 1. &amp;. c. Pastoralis. de dona., segun lo diximos lar go alibi b c. 1. &amp;. c. Cũ Cum secundum. de pr æb. ."
azp1556_ch17_45,"Diximos † (regularmente) porque en algunos casos, se deue hazer a otro. s. quando el due ño es ni ño, furioso, prodigo, o tiene tutor, o curador c l. Pupillo. ff. de solut. §. Fu riosus. &amp;. §. Pu pillus. Insti. de inutil. stipul. l. Obligari. ff. de auth. tuto., y quando el prelado a quien se hauia de restituyr, es vn desperdiciado, que destruye los bienes de la iglesia, segun Caietano d In summa. verb. Restitu tio. c. 4., y otros mas nueuos, segun los quales no se deue restituyra el, sino cōuertirlo conuertirlo en prouecho de la iglesia. A nosotros empero nos parece, que si el prelado no esta suspenso, ni se le ha da do coadjutor, y lo que se ha de restituyr es de sus frutos, y rẽtas rentas, de que el es despensero legitimo, a el se le deue restituyr e Arg. notato rum in c. Cum dilecti. de dolo &amp; contuma. &amp; in c. Venerabi li. de offi. dele gat. &amp;. c. fin. de accusat. &amp;. cap. Peruenit. de fi deiuss.. Porque no ay texto, que diga lo contrario. Y aun quando lo que se ha de resti tuyr, es de los mesmos bienes de la iglesia, que el no puede, ni deue enagenar sin causa, cumple con restituyr a el. Porque no ay texto, que a otra cosa obligue, aunque mejor haria haziẽdo haziendo lo que ellos dizen."
azp1556_ch17_46,"Tambien quando no se sabe ( * hechas las deuidas diligen cias a Vt infra eo. c. nu. 170. tan gitur.,"
azp1556_ch17_47,"*) quien es el se ñor de lo que se ha de restituyr, o esta tan le xos, o en tal lugar, que no se le puede embiar, o no sin gran peli gro, o escandalo, entonces deue se restituyr a Iesu Christo, se ñor, y heredero vniuersal b c. 1. ad Heb. cap. Quo iure. 8. dist., como lo diximos alibi c In c. Nouit. de iudi. not. 3. nume. 8., dandolo a sus po bres, o a otras obras pias: por parecer esto, conforme a la ley natu ral, y lo sentir algunos textos d c. Cum tu. de vsur. c. Qui habetis. 14. q. quinta.."
azp1556_ch17_48,* A cuyas costas se aya de embiar (quando se pudiere) colige se de lo que abaxo e Infrà. n. 43. se dize.
azp1556_ch17_49,"* Tam bien quando se toma algo al ladron se puede restituyr al mesmo, aunque lo tomado sea de otro, puesto que (cessando otros incon uenientes) mejor seria boluerlo a su due ño, y a quien el ladron lo auia de restituyr, segun S. Antonino f 2. par. tit. 2. cap. 1. §. 2. pro quo. l. bona fi des. ff. depos., y Syluestro g Verb."
azp1556_ch17_50,Resti tutio. 4.. 1..
azp1556_ch17_51,¶
azp1556_ch17_52,"¶ Enel segundo † caso. s. quando la restitucion se deue por auer mal tomado alguna cosa, o da ñificado injustamente a otro con tra su voluntad por hurto, fuer ça, miedo (alomenos reuerencial) ma ña, enga ño, o porque se le dio para alcan çar del lo que le deuia, y no lo podia cobrar de otra manera, o para euitar algun da ño, o otra semejante manera, contra la volũtad voluntad del que se la dio, la qual voluntad (a juyzio de buen varon) no era bastantemente libre, lo mesmo dezimos, que enel primero. s. que la restitucion es deuida, y se ha de hazer a su due ño, o aquien se hizo el da ño, por aquella mala obra, aun por mas fuerte razon h Innocen. &amp; cōis communis in c. Quia pleriq; plerique. de im muni. eccles.."
azp1556_ch17_53,"† Por due ño entendemos tambien aquel, en cuya guarda estaua lo tomado, o da ñado, aun que ello fuesse del se ñorio de otro. Ansi que el due ño de la prenda, o del deposito, es el acreedor, o el depositario, en cuyo poder, o guarda esta ello: y el del sayo, o capa cortada, el sastre, que la tie ne a coser : y el de la ropa que se da para lauar, o alimpiar, la lauan dera, o el alimpiador. &amp;c. Y a estos se ha de restituyr lo que les fue re tomado, y no a cuyos son i Arg. l. Cuiꝰ Cuius. &amp; l. Sui. &amp; l. Ita q́; Itaque fullo. in prĩ prim. §. Sed eos, vel pignori. ff. de fur.. Es verdad, que enel fuero de la con sciencia, se pueden restituyr a los mesmos se ñores: con tanto, que se ponga la cautela necessaria, para que a los dichos no les venga el da ño de restituyr otra vez k Arg. d. l. Bo na fides. &amp; no tatorum in ca. In literis. de re sti. spol., ni de otra molestia, ni de perdimien to de credito de fidelidad, y diligencia, o bondad: y con tanto, que ello se haga sin escandalo, y sin injuria de otro: y principalmente se puede hazer esto, quando alguno de los dichos es sospechoso, de que no restituyra al se ñor, o no sino con gran difficultad, o da ño por ser ladron, o tramposo, o muy poderoso, o desperdiciado, o de otra semejante mala qualidad, segun la mente de todos."
azp1556_ch17_54,"* Y aun parece, que se deue en estos casos restituyr al se ñor, si no se te me algun da ño de persona honrra, o otra molestia por ello, como lo siente Soto a Lib. 4. qō quaestio. 7. arti. 1. de iusti. &amp; iure.."
azp1556_ch17_55,*
azp1556_ch17_56,"¶ Enel tercero † caso. s. quando se deue por se auer tomado mal, de quiẽ quien mal lo dio, y ansi la torpeza se cometio por ambas las par tes, y con voluntad de ambas: esto es, que el vno tomo voluntaria mente mal con voluntad de su due ño, que mal se lo dio (por estar vedado en aquel caso, no solo el dar: pero aun el tomar, como se deue la restitucion del dinero, que el ordenador recibe del orde nado contra las leyes, que vedan el dar, y tomar del por ordenes, y la del que toma el juez por la mala sentencia. &amp;c.) no se ha de hazer restitucion deprecepto, sino de consejo, segun Angelo b Verb. Con cussio.: pero si, segun Adriano c In 4. de re sti. q. 19. colũ colum. 49. Palu. in 4. di. 15. q. 3. art. octauo.. Porque si el que toma por hazer el bien que deue, es obligado a restituyr de precepto por lo del caso si guiente, por mas fuerte razon lo sera, el que toma por hazer lo que no deue, lo qual mesmo tienen Antonio, y Panormitano d In dic. cap. Quia pleriq; plerique.."
azp1556_ch17_57,"† Y siempre nos parecio mejor hasta aqui por la dicha razon: Agora empero nos parece mejor lo contrario, que tienen Sant Autonino e 2. part. tit. 2. c. 5. in prin., Monal f Verb. Resti tutio. 2., Angelo g Verb. Resti tu. versi. Tur pe., Syluestro h Verb. Resti tutio. 2. §. 3. &amp; verbo. Eleemo syna. §. 4.. Lo primero porque no ay ley, ni Canon, que mande esto generalmente i Ergo nō non est dicendũ dicendum. l. Illā Illam. C. de colla. ca. Legat̃ Legatur. 23. qō quaestio. quarta.. Lo se gundo, porque las leyes k l. vbi. cũ cum. l. seq. ff. de cōdi condi. ob. turp. caus. c. in pari deli cto. de reg. iur. lib. 6. l. Iuris gẽ tium gentium. §. Si ob maleficium. ff. de pact., y Canones desta materia dizen, que lo que por delicto se da no se puede repetir, ni lo que por delicto se promete, pedir: y no dizen, que lo tomado se ha de dar a otro. Lo tercero, porque jamas hombre dixo, que lo prometido por mal hazer, se ha de dar a pobres, auiendo se ello de dar a ellos, por la mesma razon, si se siguiesse el mal, porque se prometio. Lo quar to, porque no ay razon que ello concluya: ca ala suso dicha aparẽ te aparente de Adriano se puede responder, negando, q̃ que ay mayor razon de restituyr lo q̃ que se toma por mal hazer, q̃ que lo que se toma por hazer el bien deuido. Ca no ay, ni aun tanta."
azp1556_ch17_58,"† Porque el queda por hazer el biẽ bien deuido, no peca, y lo da quasi for çado, por ver, o temer que otramẽte otramente no hara quien lo toma su deuer. Y el que da por mal ha zer, peca, y dalo sin algũ algun temor, alomenos justo. Y porq̃ porque quien to ma por hazer lo q̃ que deue por otro respecto, parece tomar otra pa ga sobre la q̃ que tiene. Y porq̃ porque quiẽ quien toma por mala causa, no q̃da queda obli gado en cōsciencia consciencia a otra cosa, y el otro si, comũmente comunmente. Y porq̃ porque la Comũ Comun confiessa, que quiẽ quien toma por mala causa, no deue restituyr ni satisfazer restituẽdo restituendo aquiẽ aquien se lo dio, antes lo ha de dar a los po bres, o otras obras pias: y por cōsigui ẽte consiguiente, como esta obligaciō obligacion de re stituyr degenera de la propria, q̃ que es reponer enel primer estado, ha de cōfessar confessar, que no ay tanta razō razon de restituyr eneste caso, quanta enel otro."
azp1556_ch17_59,"† Y porque el mesmo Adriano a Vbi supra. q. 19. sub finẽ finem., y antes que el Angel b Ver. restitu tio. 2. §. 4.. confiessan, que segun la mente de S. Augustin e c In cap. Non sanè. 14. qō quaestio. 5. sumptũ sumptum ex epi sto. 54. ad Ma cedo., satisfaze con resti tuyr a los pobres, o al que se lo dio, o a quien mas quisiere, alome nos antes que el que mal dio, sea priuado de la habilidad de rece birlo, en pena de su pecado: y por consiguiẽte consiguiente ha de confessar, que mas estrecha es la obligacion de restituyr lo que se toma por ha zer el bien que deue, que la que por hazer el mal, que no deue, que deshaze su argumento. Lo. v. porque es theorica de Veruercilo re cebida por S. Antonino, Angelo d Verb. resti tutio. 1. versic. Turpe., Syluestro e Verb. resti tutio. 2. §. 3., y otros, que la resti tucion de lo que se ha de dar a pobres, y no ala parte interessada, no se deue de precepto, sino de cōsejo consejo: Lo qual parece verdad, quā do quando nunca se deuio a persona, ni colegio alguno, a cuya falta se mā da manda dar a pobres, ni a ellos se dexo, ni dono: ni por ley preceptiua, ni sentencia especial se les aplico. Y segun la Comun, la restitucion en este caso, se ha de hazer a pobres, y no ala parte: a lo qual es cō siguiente consiguiente, que no se deue restituyr de precepto."
