azp1552_ch17_0,"<root><div type=""chapter""><p>"
azp1552_ch17_106,"¶ Se † ſoltou, ou fe ʒ ſoltar in j̈u ſtamente ao que e ſtaua pre ſo ju ſtamente por alg ũa diuida. M. ⁊ he obrigado, a re ſtituyla ao acreedor, ainda que ho fi ʒe ſe por piedade Ioh. de pla tea. ĩ. l. quo ties. de ex act. trib. lib. 10. : ſaluo quãdo quando ho pre ſo he tam pobre, que n ão pode pagar, nem a cha quẽ quem ho fie ou pague por elle. Porque ent ão a ſ ſi como elle n ão pecca ſoltando ſe ⁊ fogindo, t ã pouco peccaria, aquelle que fo ſ ſe cau ſa delle fo gir. Nem he obrigado a re ſtituyr ao acreedor, ainda que ſi, a ſati ſfa ʒer ao carcereiro ho d ãno q̃ que por i ſ ſo lhe veo, ſeg ũdo segundo algũs alguns. Mas n ão a no ſ ſo parecer, nem ao de Caietano 2. S æ. q. 69 art. 4. , que di ʒ q̃ que ho pre ſo que foge do carcere licitamente, n ão he obri gado ao d ãno do carcereyro, porque accidental mente acontece, ſem inten ç ão do pre ſo que ſe ſol author=""bragagnolo"" timestamp=""20190531T203856+0200"" comment=""@David: printing error: 112 but logically should be 102"" ta. Di ſ ſemos (do pre ſo por diuida) porq̃ porque ho pre ſo por delicto, que merece ſ ſe morte, ou cortam ẽto  de m ẽbro, pode fugir, ſeg ũdo segundo ho ſente, S. Thom. 2. S æ. q. 69 art. 4. ad ſe cunda. hora ho peccado ſeja ſecreto, hora pubrico: hora ſeja condenado, ou n ão Syl. verb. Fugere. , ainda que ho Arcedia go diga outra cou ſa in Cle. Pa ſtoralis. đ re iudic. . E aĩda ainda quebr ãdo, ou afro xando os grilh ões, ⁊ trompendo ho carcere, cõ com t ã to q̃ que n ão fa ça for ça ao carcereiro, ou a outro offi cial de j̈u ſti ça, po ſto q̃ que outra cou ſa dig ã H ẽrri q̃ Quodli. 9 art. 25. ⁊ Sylue ſt. vbi ſupra. como ho defende bẽ bem Caieta. in d. art. 4. . E por mais forte re ʒ ão pode fogir, o que bu ſc ão ꝑa para ho prender, ju ſta ou inju ſtam ẽte, cõ com propo ſito de ſa ti ſfa ʒer, o que ho obrigado em con ſciencia. E a ſ ſi author=""bragagnolo"" timestamp=""20190531T203929+0200"" comment=""@David: printing error: 123 but logically should be 103."
azp1552_ch17_107,"Then keeps with errors"" † me ſmo pode hi ſem peccado a j̈udar a outro q̃ que fuja ⁊ ſe liure da ju ſti ça primeiro q̃ que ho prend ão, quando a obriga ç ão de ſeu officio, nẽ nem mandam ẽ to do rey, nem de outro ſuperior, nẽ nem a qualidade do delicto, nem outra cou ſa particular lho def ẽ de: ⁊ (a ſeu parecer) ſem carcere: ⁊ ſem pena t ẽpo ral, ho delinquente ſe emendara do peccado, co mo em outra parte ho di ſ ſemos in repet. c. Inter ver ba. 11. q. 3. pag. 174. n. 608. : acrecentando alg ũa cou ſa a Caietano. in. d. ar. 4."
azp1552_ch17_108,"¶ Se ſendo e ſcrauo fogio, ou foy cau ſa q̃ que aquele que ho era fogi ſ ſe a ſeu ſe ñor. M. ⁊ he obrigado a re ſtituyr ho me ſmo e ſcrauo, ſe pode, ⁊ ſe n ão ou tro tam bõ bom: ou quanto valia, ⁊ todo ho mais q̃ que fur tou quando fugio. Porque a ſ ſi como foy cau ſa  de elle fogir, ho foy tãb ẽ tambem do q̃ que ꝑa para i ſ ſo furtou c. fin. de in iur., ſeg ũ do o q̃ que acima he dito in. c. 11. n. 12.. Po ſto q̃ que quem e ſtaa pre ſo em poder de infieis, n ão pecca fogindo, nẽ nem me nos o que ho ajuda Arg. t. C. Ne Chri ſtian ũ., ſe foy tomado em pa ʒ, ou ẽ em guerra inju ſta Arg. c. Do minus. 23. q. 2. &amp;. q. 8 Vt prid ẽ.."
azp1552_ch17_109,"Ho me ſmo † he ſe ho Chri ſt ão inju ſtam ẽte e ſtaa reteudo de outr ẽ. Mas ſe foy tomado em guerra inju ſta (como ſeria quando os chri ſt ãos a comete ſ ſem aos infieis no tempo das tregoas ⁊ pa ʒ ãtre elles a ſ ſentada) ſeria obri gado de re ſtituyr ho re ſgate hone ſto, Arg. c. No li. 23. q. 1. ainda q̃ que n ão a me ſma pe ſ ſoa, polo perigo da alma: ſe n ão quando ho infiel ho ouue ſ ſe con ſtrangido a q̃ que ſe circuncida ſ ſe, ou idolatra ſ ſe: porq̃ porque ent ão (por ho me ſmo feyto c. Nulla. 54 d.) fica de todo liure: ⁊ a ſ ſi o q̃ que ho li urou nã não peccaria, ãtes antes mereceria Ho ſt. in ſ ũa, ſeg ũdo segundo Syl. Verb. Fur t ũ. q. 6."
azp1552_ch17_110,"¶ Se recebeo alg ũa cou ſa gracio ſam ẽte da q̃les que n ão podi ão doar. M. ſe a ignorancia ꝓuauel prouauel ho n ão e ſcu ſa, ⁊ he obrigado a re ſtituyr Monal. in ſ ũa.. Os q̃ n ão podem doar, ſam abbades, religio ſos, frey ras c. N õ dica tis. 12. q. 1., e ſcrauos, ⁊ outros que n ão tẽ tem cou ſa ꝓpria, ⁊ os filhos q̃ que e ſt ão debaxo do poder de ſeus pa ys l. Filius fa milias. ff. đ donati.: ainda que e ſtes bem pod ẽ doar a parentes, q̃ndo tem liure admini ſtra ç ão, ⁊ tambẽ tambem a outros de ſeus b ẽs Ca ſtren ſes ⁊ qua ſi Ca ſtr ẽ ſes Ead. l. fili ꝰ. c ũ gl. &amp; c õi. Po dem tambẽ tambem e ſtes ⁊ todolos outros doar cõ com lic ẽ ça empre ſ ſa ou tacita de ſeus ſuperiores: a qual ſe pre ſume ter ẽ ( quãdo quando cõ com ſua licẽ ça licença e ſtud ão, ou pe regrin ão) pera fa ʒer e ſmola, c õformea aquella q̃ que os outros hone ſtos e ſtudantes ⁊ peregrinos de ſua qualidade c õm ũmente fa ʒem l. Argu. Si l õgius. ff. đ iudic. gl. c. N õ dicatis 12. q. 1. l. 2. ff. đ Iuri ſd. omni. iud.. E tambẽ tambem em ca ſo de extrema nece ſ ſidade, ⁊ ainda grande, ſe n ão ſe pode auer recur ſo ao ſuperior, ſegundo Panor. recebido. in. c. Si ꝗs. de furt. &amp; gl. d. c. N õ dicatis. Tam pouco pode doar (c õ m ũm ẽte) a molher ca ſada, que n ão tem b ẽs fora do dote, que ſe cham ão paraphrenaes, ſem c õ ſen tim ẽto expre ſ ſo ou tacito do marido, qñ quando elle n ão he obrigado a i ſ ſo: em q̃ que ſe pod ẽ incluyr, qua ſi to dos os oyto ca ſos (nos q̃es quaes lhe he licito) q̃ que de poys de outros, in. 4. d. 15. e ſcreueo Syl. Verb. Elec mo ſina. q. 5."
azp1552_ch17_111,"Nem ho furi o ſo † q̃ que nũca nunca e ſtaa em ſeu acordo l. Iulian ꝰ. ff de minor.. N ẽ ho orf ão ſem licen ça de ſeu titor l. Pupill ꝰ. ff de acquir. rer. dom.. Nem ho prodigo q̃ que ja tem curador, ou lhe he defendido ho dar l. Iscui. ff. đ verb. obli. c ũ notat. ꝑ Bart. &amp; ali os.. Nem ho menor de. xxv. annos, ainda q̃ que valera, ſe de ſpo ys delles ho ratificar l. ſin. C. Si maior fact.. Nem as pe ſ ſoas eccle ſia ſticas, que n ão tẽ tem outros b ẽs, ſaluo os da igreja, como a diante ſe dira nã não p̃g ũta pregunta dos b ñficiados. N ẽ os hereges ⁊ tredores, ⁊ outros ſemelh ãtes semelhantes q̃ por ſeus delictos, ho dereito os priua de ſeus b ẽs, polo me ſmo feito c. Vergen tis. de here tic. c. C ũ ſe cund ã. eo. tit. lib. 6.: aĩda ainda q̃ que a q̃les, aqu ẽ os ta es doar ã, ho pod ẽ ter ate a ſent ẽ ça sentença claratoria Aug. verb. donatio. 1. .§. 4. Sylu. eo. q. 1. §. 8."
azp1552_ch17_112,"¶ Se recebeo alg ũa cou ſa notauel, ſabendo que era alhea por c õtrato onero ſo, ou gratuito. M. Alex. 4. p. q. 86. com obriga ç ão de re ſtituyr."
azp1552_ch17_113,Per ſupra dicta ĩ eo. cap. n. 10.
azp1552_ch17_114,"¶ Se fingi õ † ſer ſancto, deuoto, pobre, doẽte doente, ou religio ſo, n ão ho ſendo, ꝑa para (por i ſ ſo) auer e ſmola daquelle, que ſe ſoubera a verdade n ão lho dera M. ⁊ he obrigado a re ſtituyr, o que ſe lhe deu, nã não a aquelles, de quẽ quem ho recebeo ( porq̃ porque ja diante de deos alcan çar ão ſeu premio) mas aos pobres ſegundo Scoto, Scotus c õi ter recept ꝰ in. 4. d. 15. q. 2. ⁊ mais largamẽte largamente Adriano. in 4. đ re ſt. q. 15."
azp1552_ch17_115,"¶ Se n ão pagou logo ao jornaleiro ſeu jornal. Contra. c. 19. Leuiti. n õ morabi tur opus mercena rii &amp; c. M. E. ainda tambẽ tambem ſe ho jornal de dinheiro lhe pagou ẽ em outra cou ſa. ſ. em panos, ou em cou ſas de comer cõtra contra ſua võtade vontade, l. Inuito. C. de ſoluti. podendolho pagar naquillo q̃ que ſe concertar ão. E ſe n ão poder pagar na q̃llo em q̃ que ficar ã, ha cou ſa em q̃ que lhe pagar, ha de ſer e ſtimada ſeg ũdo segundo ho p̃ ço comũ comum. E ſe ho jor naleiro (por n ão auer mi ſter a tal cou ſa) a v ẽder ⁊ n ão poder achar ho pre ço, em q̃ que a tomou ẽ em pa go de ſeu ſerui ço, obrigado he a lhe ſati ſfa ʒer ho d ãno, ſegundo. S. Anto. 2. ꝑt. ti. 1. c. 17. §. 8. ⁊ a comũ comum. N ão he porẽ porem obrigado a lhe pagar jornal polo t ẽpe q̃ que e ſteue do ẽte. gl. in. l. Si vno .§. C ũ quidam .ff. locati. E quando alugou algũ algum jornaleiro, ou q̃l q̃r outro ſeruidor, que co ſtuma alugar ſeu traba lho, ſem fa ʒer pre ço cõ com elle, ha lhe de pagar ao menos quanto ouuera de dar a outro, q̃ que podera alugar. E ſe ho pre ço ficou aa di ſpo ſi ç ão do ſ ñor ha de ſer tayxado, a juy ʒo de bõ bom var ão. Frederic ꝰ c õ ſi. 18. An gel. Sylue. verbo."
azp1552_ch17_116,Fa milia.
azp1552_ch17_117,"¶ Se n ão † quis pagar ao criado o q̃ que lhe deuia, ſeg ũdo ho concerto tacito, ou expre ſ ſo q̃ que cõ com elle fe ʒ. M. ⁊he obrigado a re ſtituyr, polo acima dito. E o me ſmo he, q̃n n ão lhe quer pagar mais da q̃ lo que cõ com elle ficou, ſe ho tal he notauelm ẽte me nos, do q̃ que a paga por ſeus ſerui ços merecia. D õ de ſe ſegue q̃ que os me ſtres das artes mechanicas, como ſam alfayates, çapateiros, carpiteyros ⁊c. que tom ão criados q̃ que cham ão apr ẽdi ʒes, ꝑa para lhes en ſinar ſuas artes, ⁊ por i ſ ſo lhes n ão d ão ſolda da alg ũa ou ponca: ⁊ as ve ʒes receb ẽ alg ũa cou ſa polo comer q̃ que lhea d ão. E os e ſtud ãtes de Sa lam ãca ⁊ Coibra q̃ que tom ão criados cõ com pacto ex p̃ ſ ſo ou tacito,  de lhes dar hũ hum certo t p̃o ꝑa para e ſtudar, ⁊ p ão ⁊ certa q̃ntidade ꝑa para c õducto ⁊ cal çado ca da mes, ⁊ de ſpois os occup ão cõtra contra ſua võtade vontade, t ãto q̃ que n ão pod ẽ aprẽder aprender os taes officios, nẽ nem e ſtu dar, pecc ão, ⁊ ſam obrigados a re ſtituyr ho d ãno q̃ lhes v ẽ, por lhes auer tirado ho tal t p̃o  de apr ẽ der ⁊ e ſtudar. E ſe por ſua v õta  os occup ão, ſam obrigados a lhes dar tãto tanto, q̃nto quanto ouuer ão de dar a outros, q̃ que ſ ẽ sem t p̃o  de e ſtudar, nẽ nem aprẽder aprender o ſeruir ã."
azp1552_ch17_118,"¶ Segue ſe tamp ẽ que pecc ão: ⁊ ſam obrigados a re ſtituyr, a q̃les q̃ que tom ão mo ços, cõ com pacto q̃ que n ão e ſtudem, ⁊ n ão lhes dam mais do q̃ que acima he di to, que ſe daa aos q̃ que tem tẽpo tempo pera e ſtudar, porq̃ porque he notauelmente menos q̃ que a paga q̃ que por ſeus ſer ui ços mereci ã. Segue ſe tambẽ tambem que os ſenhores que ſem concerto expre ſ ſo tom ão pagos pe q̃nos a rogo de ſeus pays, ⁊ lhes d ão  de comer ⁊ ve ſtir tamb ẽ como e ſtau ão quando os tomar ão: ⁊ per ſi ou per outr ẽ lhes in ſin ão boa cri ã ça, ⁊ b õs co ſtumes, ate q̃ que ſejam hom ẽs: ⁊ ent ão os de ſpidem hone ſtamente tratados, ſati ſfa ʒ ẽ pola obriga ç ão em que lhes ſam por ju ſti ça: porq̃ porque n ão lhes deu ẽ mais por concerto expre ſ ſo nem tacito, nẽ nem mere cem mais naquella idade, ⁊ em tal genero de ſer ui ço, ſe n ão ouue ſ ſe ley, prometimento, ou co ſtu me particular que os obriga ſ ſe a lhe dar mays."
azp1552_ch17_119,"Segue ſe † tambẽ tambem que os que tom ão a algũs alguns por mordomos, veadores, ſecretarios, me ſtre ſalas, pages, e ſcudeiros, mo ços  ſporas, ou ꝑa para outros ſemelhantes officios, cõ com obriga ç ã q̃ que e ſt ẽ pre ſtes pera ho ſeruir todolos dias, ⁊ horas q̃ que os ſenho res qui ſer ẽ, nã não lhes dando comer, n ẽve ſtir, ſaluo h ũ tanto em dinheyro, que n ão lhes aba ſta, ſam obrigados a lhes pagar ho mais, que pera ſeu comer ⁊ ve ſtir hone ſto lhe for nece ſ ſario: ⁊ mais alg ũ ra ʒoauel partido, ſegundo a qualidade de ſeus ſerui ços. Di ſ ſemos ( cõ com obriga ç ão q̃ que e ſt ẽ pre ſtes pera ho ſeruir todolos dias ⁊ horas) porq̃ porque ſe os tom ão pera que ſomente os ſiru ão, tres ou q̃ tro me ſes do ãno, n ão ſer ão obrigados mais do que ho ſerui ço daquelles me ſes merecer: N ẽ me nos, ſe os tom ão pera algũ algum as horas do dia, co mo algũs alguns doctores de Salam ãca tom ão algũs alguns, criados pera os ac õpanhar, quando v ão ⁊ vem das e ſcolas, ⁊ nas fe ſtas, quãdo quando v ão ⁊ v ẽ da mi ſ ſa, elles ou ſuas molheres, porq̃ porque n ão ſer ão obri gados a lhe pagar mais, do que merece ho ſerui c õ daquellas horas, ⁊ ho e ſtar pre ſtes peraho ſer uir nellas."
azp1552_ch17_120,"¶ Segue ſe que tampouco os reys ⁊ ſenhores que d ão a ſeus criados hũ hum tanto de mo radia, que n ão lhes aba ſta ꝑa para comer ⁊ ve ſtir me dianamente, ſem mais obriga ç ão de c õtinuo ſer ui ço, que de morar ou re ſidir õde onde elles e ſt ão, cõ com tanto que apare ç ão ao menos hũa huma ve ʒ em cada quin ʒe dias, ſam obrigados por ju ſti ça a lhes pa gar mais de ſua moradia, porq̃ porque ho concerto ex p̃ ſ ſo, n ão os obriga a mais, nẽ nem a ju ſti ça de ſeus me recimentos: porẽ porem ſe os occup ão ⁊ ſe ſeru ẽ mais deles, a tanto mais ſer ão obrigados, quanto ma is os occuparem em ſeu ſerui ço: ⁊ menos tempo lhes deixar ẽ pera ſe occuparem em outras cou ſas q̃ que lhes cumpr ẽ: porq̃ porque a ju ſti ça de ſeus mereci mentos ſem pacto expre ſ ſo os obriga a i ſ ſo, por a quelle dereito natural ⁊ diuino que mãda manda pagar ao trabalhador ſeu trabalho. Luc æ. 10. c. 1. 13. q. 2. &amp;. c."
azp1552_ch17_121,C ũ ſe cund ũ. de pr æb.
azp1552_ch17_122,"¶ Se † ſecretamente, ſe entregou do q̃ que lhe era de uido por ſeu ſerui ço, por on ʒenas, enganos, ou por qualquer outro licito, ou illicito c õtracto, ou delicto, podendoo auer b õamente por ju ſti ça: ou ſe (ainda q̃ que n ão podia b õam ẽte auer ho ſeu por via de ju ſti ça) ſe pos por i ſ ſo a perigo de morte, ou perdimento de membro, em que a ju ſti ça ho poderia condenar por via de furto: ou ſe foy c õ tra a con ſciencia, q̃ que lhe de ʒia ſer peccado mortal entregar ſe pola tal maneira: ou art ẽtaua ou auia de att ẽtar q̃ que ſe ſeguiria graue eſc ãdalo escandalo, ou graue d ãno a algũ algum que a tal cou ſa (de que ſe entregou) tinha depo ſitada, ou ẽ em penhor, ou empre ſtada. M. aĩda ainda q̃ que n ão he obrigado a re ſtituyr Gabr. in. 4 d. 15. q. 3 . N ão he por ẽ nẽ nem venial, entregar ſe  de tal maneira, do q̃ que ſe lhe deue, qñ quando o n ão pode auer pet ju ſti ça, ou pola neglig ẽcia, ou parcialida  do juy ʒ, ou porfalta  de proua: ou ainda q̃ que ho po ſ ſa auer, porẽ porem n ão b õam ẽ te, por ſer cou ſa pouca, ⁊ ho ga ſto da demanda muyto: ou porq̃ porque da tal demanda ſe ſeguiri ão ĩmi ʒades: ou po ſto q̃ que ho po ſ ſa auer ſem demanda, mas n ão ſem perder a gra ça ⁊ boa ami ʒade aco ſtumada, do que lho deue Gl. ſing. c. Ius g ẽti ũ. 1. d. &amp; Inno. ſing. in .c. Olim. 1. de re ſtit. ſpol. ab o ĩb ꝰ re ceptus. : com tanto q̃ que c õcorr ã as c õdi ç ões ſeguintes. A primeira q̃ que n ão ſe ſiga author=""bragagnolo"" timestamp=""20190408T202850+0200"" comment=""Q David: actually 123, transcription error "" alg ã incõueni ẽte inconueniente dos ſobre ditos. A. ij. q̃ que n ão to me mais, do q̃ que ſelhe deue. A. iij. que re ſtituya ho d ãno corporal, ou ſp ũal que por i ſ ſo algũ algum recebe ſ ſe Gabri. vbi ſupra. Syl. in Ro ſa au rea. ca ſu. 37 . A. iiij. q̃ que a tal cou ſa em q̃ que ſe entrega, n ão ſe ja alhea, furtada, ou roubada, ou mal ganhada, por a q̃lle de quẽ quem a tomou. A. v. que ponha ordẽ ordem que n ão ſe lhe pague outra ve ʒ a tal diuida, por ſe lẽbrar lembrar d ẽla ho deuedor, ou por ſe conuerter a penitencia, ⁊ lhe ſati ſfa ʒer. Epor tanto conu ẽ que por algũ algum hone ſto modo declare ao deuedor, ou a ſeus herdeiros, q̃ que em nenh ũa cou ſa lhe he obri gado, pera q̃ que elle n ão pague, nem e ſtes ho pe ç ão ſegundo. S. Anton 2. part. ti. 1. c. 15. §. 1. . A. vj. que ſeja verdadeira mente deuida por ju ſti ça. Por ẽ muytos ſe enga n ão (a no ſ ſo parecer) entregando ſe da fa ʒenda del rey, ou de ſeus ſenhores, pera ſe pagar dos ſerui ços feytos: polos q̃es quaes ( aĩda ainda q̃ que mere ç ã agra decimento) porẽ porem n ão merecem paga por ju ſti ça, por ſer ẽ cou ſas muyto differ ẽtes, ha obriga ç ã q̃ que cham ã antidotal ou de agardecer, ⁊ ha  de ju ſti ça legal de pagar. Per nota. Tho. 2. S æ. q. 58. &amp;. 106 &amp;. l. lu ſtitia .ff. de iu ſt. &amp; iur. &amp;. l. Sed &amp; ſi .§. C õ ſuluit. ff. de pet. h æ- E he  de notar q̃ que a exc õmunh ão geral do bi ſpo, polas cou ſas da q̃lle a quẽ quem ſe to mou, n ão liga ao q̃ que a ſ ſi ſe entregou, nẽ nem tãpouco tampoco aos que ho ſab ẽ, cõ com tanto q̃ que tenh ão por certo, q̃ que a tomou por ſe entregar do ſeu, ⁊ q̃ que n ão tomou ma ys do q̃ que pera i ſ ſo compria: ainda q̃ que ſi, ſe e ſt ão em duuida, po ſto q̃ que aq̃lle aquelle q̃ que ſe entregou, lhes di ſ ſe ſ ſe que pera ſe entregar tomou ſomente o q̃ que lhe de ui ão: o qual ꝓcede, ainda q̃ndo na excomunh ão ſe di ſ ſe ſ ſe, q̃ que dado ca ſo q̃ que quẽ quem atomou, a ouue ſ ſe tomado pera ſe entregar do ſeu, ſe manife ſte, co mo ho proua bẽ bem Sylue. verb. furt ũ q. 15. aĩda ainda que Ro ſella diga outra cou ſa. E ho me ſmo (nos parece) quãdo quando ſe p õe excomunh ão e ſpecial por a tal cou ſa: po ſto que Sylue ſtre outra cou ſa diga vbi ſupra. : porq̃ porque ainda q̃ que ſeja ſpecial quanto aa cou ſa, he porem geral qu ã to aas pe ſ ſoas. E a excomunh ão mayor geeral n ão liga, aoque n ão pecca mortalmẽte mortalmente, c. Nullus. c. Nemo. 11. q. 3. como ẽ em outra parte di ſ ſemos . ſ. In repet. c. Inter ver ba. pag. 139 n. 480. . E porque ainda que (ho manife ſtar ſe de tal maneyra) n ão ſeja de ſi mao, porem ſegue ſe di ſ ſo perjuy ʒo, de que ſe deue e ſ cu ſar o que n ão tem culpa. Eporque ( ſeg ũdo segundo ho me ſmo Sylue. di ʒ) ſe a inten ç ão do juy ʒ he, que ſe manife ſte, ainda que ho aja tomado em ca ſo  de ju ſta recompen ſa ç ão, contem erro intolerauel. E porque e ſta clau ſula que ſe cu ſtuma poer em os Significauit de Roma, ſe ha os entẽder entender qu ã do ſe ſabe, que n ão ſe tomou por iu ſta recomp ẽ ſa ç ão, ou ſe duuida, polo que em outra parte di ſ ſemos: . ſ. in d. c. In ter verba. pag. 230. n. 792. &amp; 793. Arg. l. Si ꝓ curator. ff. de c õd. in deb. Nem da deferẽ ça deferença entre a cou ſa depo ſi tada, ⁊ outra, quanto ao foro da con ſciencia, ain da que algũs alguns dig ão outra cou ſa Arg. l. Ill đ ad l. Aquil. &amp;. c. 2. de tr ã ſl. p̃la. . Acrec ẽtamos a todos, que ſe ao que ſe entregou iu ſtamente, ſe de ſ ſe iuramento, poderia iurar, q̃ que n ão ſabe quẽ quem a tomou, entendendo de quem a tomou mal, po lo acima Supra ĩ. c. 12. n. 8 &amp; 9. dito em outro ſemelhante ca ſo. Item que n ão ha duuida no que ho docti ſ ſimo Medina di ʒ In codice de re ſtit. de reb. re ſtit. q. 11.. ſ. que ſe ſe entrega ſ ſe na maneyra ſobredita, contra vontade do que lha deue, e ſt ã do elle aparelhado ꝑa para lho pagar, pecca, polo q̃ que acima ſe di ſ ſe Proxime. n. 122.."
